"date","명절","암송아지","숫송아지","농가수취가격_600kg","지육_평균","지육_1등급","도매_등심1등급","소비자_등심1등급","year","week","wday","비고"
2014-02-06,NA,1578000,2184000,4853000,13548,13580,42310,64128,2014,6,"목",NA
2014-02-05,NA,1650000,2153000,4954000,13831,13737,42299,63997,2014,6,"수",NA
2014-02-04,NA,1677000,2149000,4864000,13579,13797,40778,64654,2014,6,"화",NA
2014-02-03,NA,1650000,2210000,2901000,8100,13270,41513,64760,2014,6,"월",NA
2014-01-31,"설날",NA,NA,NA,NA,NA,NA,NA,2014,5,"금",NA
2014-01-29,NA,1566000,2193000,4414000,12323,13270,41316,64047,2014,5,"수",NA
2014-01-28,NA,1611000,2352000,4701000,13123,13253,45417,63900,2014,5,"화",NA
2014-01-27,NA,1684000,2334000,4841000,13515,13585,43024,63900,2014,5,"월",NA
2014-01-24,NA,1611000,2289000,5023000,14022,14061,44086,64459,2014,4,"금",NA
2014-01-23,NA,1547000,2397000,5075000,14168,14131,44354,63642,2014,4,"목",NA
2014-01-22,NA,1472000,2309000,5132000,14328,14239,42600,63200,2014,4,"수",NA
2014-01-21,NA,NA,NA,5110000,14265,14281,44619,63012,2014,4,"화",NA
2014-01-20,NA,1420000,2245000,5023000,14022,14034,44334,63335,2014,4,"월",NA
2014-01-17,NA,1420000,2245000,5199000,14513,14608,42795,62365,2014,3,"금",NA
2014-01-16,NA,1344000,2244000,5271000,14716,14856,44571,62953,2014,3,"목",NA
2014-01-15,NA,1442000,2257000,5296000,14784,14854,45110,63056,2014,3,"수",NA
2014-01-14,NA,1408000,2211000,5313000,14832,14955,45280,62554,2014,3,"화",NA
2014-01-13,NA,1411000,2245000,5271000,14716,14891,44220,62039,2014,3,"월",NA
2014-01-10,NA,1379000,2197000,5372000,14997,15165,43410,61047,2014,2,"금",NA
2014-01-09,NA,1443000,2162000,5406000,15093,15245,44025,60978,2014,2,"목",NA
2014-01-08,NA,1447000,2224000,5370000,14993,15157,43560,58749,2014,2,"수",NA
2014-01-07,NA,1393000,2244000,5288000,14763,14809,42522,59046,2014,2,"화",NA
2014-01-06,NA,1348000,2166000,5086000,14198,14468,44927,58957,2014,2,"월",NA
2014-01-03,NA,1326000,2179000,5153000,14387,14527,46313,59919,2014,1,"금",NA
2014-01-02,NA,1391000,2092000,5092000,14215,14283,46377,60642,2014,1,"목",NA
2013-12-31,NA,1415000,2243000,5088000,14205,14154,46169,61037,2013,1,"화",NA
2013-12-30,NA,1415000,2243000,5057000,14118,14229,46401,60715,2013,1,"월",NA
2013-12-27,NA,1431000,2065000,5056000,14115,14297,46560,59959,2013,52,"금",NA
2013-12-26,NA,1431000,2065000,5095000,14224,14185,47237,59482,2013,52,"목",NA
2013-12-24,NA,1483000,2082000,5077000,14175,14193,45544,55930,2013,52,"화",NA
2013-12-23,NA,1319000,2081000,4912000,13713,13973,44696,55551,2013,52,"월",NA
2013-12-20,NA,1229000,1939000,4986000,13919,14161,45487,55551,2013,51,"금",NA
2013-12-19,NA,1341000,2008000,5114000,14276,14284,44884,55551,2013,51,"목",NA
2013-12-18,NA,1374000,2016000,5151000,14381,14449,44855,60219,2013,51,"수",NA
2013-12-17,NA,1331000,2034000,5112000,14270,14382,47553,60138,2013,51,"화",NA
2013-12-16,NA,1294000,2020000,4923000,13743,14148,47642,60138,2013,51,"월",NA
2013-12-13,NA,1286000,2001000,5060000,14127,14365,47801,59849,2013,50,"금",NA
2013-12-12,NA,1328000,2024000,5103000,14246,14502,46034,60281,2013,50,"목",NA
2013-12-11,NA,1345000,2043000,5182000,14466,14586,46319,59227,2013,50,"수",NA
2013-12-10,NA,1374000,1997000,5189000,14485,14636,45238,59227,2013,50,"화",NA
2013-12-09,NA,1367000,2003000,4949000,13816,14320,47648,59335,2013,50,"월",NA
2013-12-06,NA,1257000,1928000,5057000,14117,14654,45251,59254,2013,49,"금",NA
2013-12-05,NA,1300000,1939000,5140000,14349,14704,46571,59497,2013,49,"목",NA
2013-12-04,NA,1301000,1964000,5101000,14241,14614,44791,61624,2013,49,"수",NA
2013-12-03,NA,1361000,1988000,5115000,14279,14528,47381,61624,2013,49,"화",NA
2013-12-02,NA,1318000,1982000,4937000,13783,14119,46706,61624,2013,49,"월",NA
2013-11-29,NA,1303000,2014000,4888000,13645,14366,46654,61624,2013,48,"금",NA
2013-11-28,NA,1371000,2046000,4941000,13794,14359,47694,61975,2013,48,"목",NA
2013-11-27,NA,1308000,1981000,5004000,13969,14343,46561,61689,2013,48,"수",NA
2013-11-26,NA,1389000,2021000,5017000,14007,14241,46001,61892,2013,48,"화",NA
2013-11-25,NA,1374000,2055000,4825000,13469,13846,46718,61892,2013,48,"월",NA
2013-11-22,NA,1284000,2057000,4865000,13583,14131,44483,61650,2013,47,"금",NA
2013-11-21,NA,1199000,1901000,4946000,13808,14111,45698,61650,2013,47,"목",NA
2013-11-20,NA,1251000,1932000,4961000,13850,14047,44644,60927,2013,47,"수",NA
2013-11-19,NA,1241000,1981000,4922000,13741,13974,45616,60618,2013,47,"화",NA
2013-11-18,NA,1261000,2030000,4837000,13505,13645,45136,60175,2013,47,"월",NA
2013-11-15,NA,1233000,2015000,4813000,13437,13897,47779,59882,2013,46,"금",NA
2013-11-14,NA,1229000,1947000,4872000,13602,13835,46022,59761,2013,46,"목",NA
2013-11-13,NA,1233000,1999000,4910000,13708,13883,46778,59774,2013,46,"수",NA
2013-11-12,NA,1211000,1957000,4947000,13810,13834,46461,59774,2013,46,"화",NA
2013-11-11,NA,1289000,1985000,4757000,13281,13508,47695,59826,2013,46,"월",NA
2013-11-08,NA,1286000,2008000,4815000,13442,13754,46027,59826,2013,45,"금",NA
2013-11-07,NA,1206000,1922000,4889000,13648,13745,45413,59826,2013,45,"목",NA
2013-11-06,NA,1176000,1900000,4956000,13837,13840,47395,60876,2013,45,"수",NA
2013-11-05,NA,1213000,1897000,4882000,13628,13797,47366,60876,2013,45,"화",NA
2013-11-04,NA,1214000,1964000,4738000,13228,13406,47776,60818,2013,45,"월",NA
2013-11-01,NA,1230000,2028000,4755000,13275,13509,48433,59709,2013,44,"금",NA
2013-10-31,NA,1230000,2028000,4906000,13696,13966,46943,59766,2013,44,"목",NA
2013-10-30,NA,1210000,2001000,5078000,14176,14181,49101,58318,2013,44,"수",NA
2013-10-29,NA,1180000,1961000,4915000,13722,14080,48921,57789,2013,44,"화",NA
2013-10-28,NA,1190000,1966000,4728000,13199,13761,49604,57789,2013,44,"월",NA
2013-10-25,NA,1173000,1990000,4931000,13765,14089,50504,58771,2013,43,"금",NA
2013-10-24,NA,1209000,2018000,4977000,13895,14302,49059,58500,2013,43,"목",NA
2013-10-23,NA,1188000,1922000,4986000,13919,14241,47864,61380,2013,43,"수",NA
2013-10-22,NA,1188000,1922000,5007000,13978,14278,48202,60891,2013,43,"화",NA
2013-10-21,NA,1206000,1918000,4805000,13413,14107,50883,60342,2013,43,"월",NA
2013-10-18,NA,1178000,1975000,4945000,13806,14311,49518,60362,2013,42,"금",NA
2013-10-17,NA,1149000,1959000,5059000,14124,14455,50510,61180,2013,42,"목",NA
2013-10-16,NA,1173000,1996000,5117000,14284,14587,50400,60980,2013,42,"수",NA
2013-10-15,NA,1191000,2001000,5071000,14158,14608,50439,61351,2013,42,"화",NA
2013-10-14,NA,1279000,2108000,4939000,13788,14315,49256,60794,2013,42,"월",NA
2013-10-11,NA,1279000,2108000,5026000,14030,14443,50982,59939,2013,41,"금",NA
2013-10-10,NA,1235000,2031000,5074000,14166,14534,51862,59939,2013,41,"목",NA
2013-10-08,NA,1211000,1996000,5093000,14219,14437,49905,64400,2013,41,"화",NA
2013-10-07,NA,1195000,1940000,4746000,13249,14253,49735,64400,2013,41,"월",NA
2013-10-04,NA,1191000,1947000,4927000,13754,14367,50254,63974,2013,40,"금",NA
2013-10-02,NA,1211000,2074000,4927000,13754,14297,50160,64553,2013,40,"수",NA
2013-10-01,NA,1243000,2168000,4925000,13750,14266,50264,65579,2013,40,"화",NA
2013-09-30,NA,1221000,2086000,4755000,13275,13850,51259,65579,2013,40,"월",NA
2013-09-27,NA,1204000,2078000,4712000,13154,13857,51107,65534,2013,39,"금",NA
2013-09-26,NA,1221000,2075000,4686000,13082,13778,50296,65534,2013,39,"목",NA
2013-09-25,NA,1221000,2075000,4769000,13315,13736,50956,65620,2013,39,"수",NA
2013-09-24,NA,NA,NA,4696000,13111,13717,50110,65620,2013,39,"화",NA
2013-09-23,NA,NA,NA,4308000,12026,12675,48068,64930,2013,39,"월",NA
2013-09-19,"추석",NA,NA,NA,NA,NA,NA,NA,2013,38,"목",NA
2013-09-17,NA,1182000,2147000,4070000,11362,12921,48228,63903,2013,38,"화",NA
2013-09-16,NA,1182000,2147000,4618000,12891,13848,50621,63734,2013,38,"월",NA
2013-09-13,NA,1151000,2115000,5089000,14208,14899,53238,64519,2013,37,"금",NA
2013-09-12,NA,1151000,2115000,5286000,14758,15362,53036,64344,2013,37,"목",NA
2013-09-11,NA,1144000,2003000,5352000,14942,15669,53796,63383,2013,37,"수",NA
2013-09-10,NA,1144000,2003000,5353000,14943,15474,52683,64134,2013,37,"화",NA
2013-09-09,NA,1075000,1980000,5144000,14360,15121,48465,64514,2013,37,"월",NA
2013-09-06,NA,1075000,1980000,5205000,14532,15196,47037,65391,2013,36,"금",NA
2013-09-05,NA,1128000,2002000,5242000,14634,15008,47069,65538,2013,36,"목",NA
2013-09-04,NA,1095000,1973000,5216000,14562,14710,45691,65479,2013,36,"수",NA
2013-09-03,NA,1132000,2047000,5111000,14269,14512,47855,64744,2013,36,"화",NA
2013-09-02,NA,1132000,2047000,4846000,13530,14174,46692,64415,2013,36,"월",NA
2013-08-30,NA,1138000,2016000,4908000,13703,14156,48355,63136,2013,35,"금",NA
2013-08-29,NA,1085000,1921000,4926000,13753,14104,42546,62982,2013,35,"목",NA
2013-08-28,NA,1016000,1933000,4892000,13657,13857,42138,65153,2013,35,"수",NA
2013-08-27,NA,1016000,1933000,4779000,13342,13580,44182,65535,2013,35,"화",NA
2013-08-26,NA,1016000,1933000,4470000,12479,13168,47561,66100,2013,35,"월",NA
2013-08-23,NA,1016000,1933000,4574000,12770,13285,49199,65106,2013,34,"금",NA
2013-08-22,NA,1017000,1930000,4632000,12931,13222,44655,65509,2013,34,"목",NA
2013-08-21,NA,974000,1841000,4557000,12723,13063,46685,64910,2013,34,"수",NA
2013-08-20,NA,974000,1841000,4546000,12690,12908,48352,64743,2013,34,"화",NA
2013-08-19,NA,1016000,1875000,4096000,11434,12146,43936,62541,2013,34,"월",NA
2013-08-16,NA,1016000,1875000,4228000,11803,12587,44920,61773,2013,33,"금",NA
2013-08-14,NA,1016000,1875000,4470000,12480,12810,44920,62570,2013,33,"수",NA
2013-08-13,NA,1016000,1876000,4615000,12884,12955,45757,60975,2013,33,"화",NA
2013-08-12,NA,1013000,1865000,4315000,12045,12711,46408,61594,2013,33,"월",NA
2013-08-09,NA,1009000,1868000,4325000,12075,12890,45112,61770,2013,32,"금",NA
2013-08-08,NA,1012000,1834000,4493000,12544,13027,42087,61856,2013,32,"목",NA
2013-08-07,NA,984000,1807000,4486000,12525,12916,44632,61544,2013,32,"수",NA
2013-08-06,NA,972000,1829000,4557000,12723,12843,45199,61450,2013,32,"화",NA
2013-08-05,NA,1011000,1812000,4184000,11681,12415,43930,60958,2013,32,"월",NA
2013-08-02,NA,986000,1799000,4198000,11719,12386,44995,60119,2013,31,"금",NA
2013-08-01,NA,976000,1785000,4281000,11951,12499,46333,60281,2013,31,"목",NA
2013-07-31,NA,1011000,1839000,4322000,12067,12366,44530,56420,2013,31,"수",NA
2013-07-30,NA,954000,1813000,4325000,12074,12461,44830,56420,2013,31,"화",NA
2013-07-29,NA,922000,1760000,4143000,11566,12245,43612,56420,2013,31,"월",NA
2013-07-26,NA,1090000,1898000,4175000,11656,12346,44143,56881,2013,30,"금",NA
2013-07-25,NA,1072000,1865000,4254000,11875,12567,44962,57297,2013,30,"목",NA
2013-07-24,NA,1031000,1819000,4355000,12158,12592,48331,60251,2013,30,"수",NA
2013-07-23,NA,989000,1912000,4408000,12306,12600,46396,59939,2013,30,"화",NA
2013-07-22,NA,984000,1930000,4142000,11563,12370,45198,59553,2013,30,"월",NA
2013-07-19,NA,979000,1778000,4257000,11884,12574,41182,59934,2013,29,"금",NA
2013-07-18,NA,1008000,1794000,4358000,12165,12661,44829,59844,2013,29,"목",NA
2013-07-17,NA,967000,1800000,4395000,12269,12707,43056,61226,2013,29,"수",NA
2013-07-16,NA,960000,1817000,4460000,12451,12687,45137,60624,2013,29,"화",NA
2013-07-15,NA,972000,1830000,4190000,11696,12388,42463,59988,2013,29,"월",NA
2013-07-12,NA,955000,1815000,4286000,11965,12558,42320,59900,2013,28,"금",NA
2013-07-11,NA,1308000,1900000,4361000,12176,12587,41122,60119,2013,28,"목",NA
2013-07-10,NA,1070000,1833000,4389000,12253,12596,43907,58281,2013,28,"수",NA
2013-07-09,NA,1009000,1809000,4387000,12247,12531,45612,57039,2013,28,"화",NA
2013-07-08,NA,1035000,1774000,4153000,11593,12282,44437,56740,2013,28,"월",NA
2013-07-05,NA,1035000,1774000,4083000,11398,12365,44652,58210,2013,27,"금",NA
2013-07-04,NA,1024000,1809000,4330000,12089,12428,41175,60500,2013,27,"목",NA
2013-07-03,NA,1029000,1838000,4393000,12263,12365,41815,60041,2013,27,"수",NA
2013-07-02,NA,1029000,1842000,4287000,11969,12229,43575,60041,2013,27,"화",NA
2013-07-01,NA,1026000,1841000,3947000,11018,11960,43184,60032,2013,27,"월",NA
2013-06-28,NA,1039000,1827000,4063000,11342,11870,43724,60450,2013,26,"금",NA
2013-06-27,NA,1038000,1825000,4237000,11828,12032,42751,60450,2013,26,"목",NA
2013-06-26,NA,1041000,1824000,4230000,11808,12074,41296,60450,2013,26,"수",NA
2013-06-25,NA,1038000,1825000,4301000,12008,12227,45353,60450,2013,26,"화",NA
2013-06-24,NA,986000,1797000,4032000,11257,11833,42848,60450,2013,26,"월",NA
2013-06-21,NA,1010000,1730000,4137000,11550,12123,42937,59945,2013,25,"금",NA
2013-06-20,NA,1023000,1730000,4317000,12051,12290,42995,59784,2013,25,"목",NA
2013-06-19,NA,1004000,1728000,4295000,11990,12337,44135,59730,2013,25,"수",NA
2013-06-18,NA,1004000,1728000,4360000,12171,12226,42018,59730,2013,25,"화",NA
2013-06-17,NA,1046000,1797000,4057000,11325,12059,41500,60041,2013,25,"월",NA
2013-06-14,NA,1079000,1846000,4149000,11583,12099,45052,58988,2013,24,"금",NA
2013-06-13,NA,1066000,1847000,4254000,11875,12160,43127,59291,2013,24,"목",NA
2013-06-12,NA,1068000,1840000,4309000,12029,12173,43621,58077,2013,24,"수",NA
2013-06-11,NA,1077000,1834000,4345000,12130,12085,42610,57617,2013,24,"화",NA
2013-06-10,NA,1081000,1833000,3992000,11145,11662,40322,56011,2013,24,"월",NA
2013-06-07,NA,1028000,1736000,4100000,11445,11780,41734,59715,2013,23,"금",NA
2013-06-05,NA,1049000,1738000,4230000,11809,11885,42829,58624,2013,23,"수",NA
2013-06-04,NA,1048000,1765000,4266000,11910,11781,41227,60113,2013,23,"화",NA
2013-06-03,NA,1104000,1859000,3766000,10514,11117,39439,60113,2013,23,"월",NA
2013-05-31,NA,1004000,1845000,3804000,10620,10880,42529,58487,2013,22,"금",NA
2013-05-30,NA,1016000,1818000,3933000,10979,11306,38520,58553,2013,22,"목",NA
2013-05-29,NA,994000,1602000,4003000,11175,11374,39655,62100,2013,22,"수",NA
2013-05-28,NA,1069000,1808000,4092000,11425,11377,40950,61866,2013,22,"화",NA
2013-05-27,NA,1064000,1801000,3788000,10575,10968,38925,60668,2013,22,"월",NA
2013-05-24,NA,1053000,1925000,3988000,11133,11192,39265,60590,2013,21,"금",NA
2013-05-23,NA,1053000,1925000,4092000,11425,11624,36653,60397,2013,21,"목",NA
2013-05-22,NA,1056000,1903000,4140000,11557,11550,38364,61852,2013,21,"수",NA
2013-05-21,NA,1095000,1839000,4115000,11489,11447,39959,62033,2013,21,"화",NA
2013-05-20,NA,963000,1577000,3730000,10413,10556,39592,62150,2013,21,"월",NA
2013-05-16,NA,1059000,1843000,3986000,11128,11198,38635,59134,2013,20,"목",NA
2013-05-15,NA,1067000,1858000,4192000,11704,11671,39679,59689,2013,20,"수",NA
2013-05-14,NA,1061000,1844000,4232000,11814,11682,39329,58609,2013,20,"화",NA
2013-05-13,NA,1057000,1836000,3877000,10824,11233,39566,60139,2013,20,"월",NA
2013-05-10,NA,1051000,1844000,4079000,11387,11591,37526,60471,2013,19,"금",NA
2013-05-09,NA,1021000,1827000,4238000,11832,11858,39304,60212,2013,19,"목",NA
2013-05-08,NA,1019000,1819000,4316000,12048,12012,39206,57172,2013,19,"수",NA
2013-05-07,NA,1007000,1821000,4300000,12005,11978,38795,56600,2013,19,"화",NA
2013-05-06,NA,1015000,1787000,4026000,11240,11714,37942,56600,2013,19,"월",NA
2013-05-03,NA,1030000,1785000,4216000,11769,11929,39517,57837,2013,18,"금",NA
2013-05-02,NA,995000,1774000,4255000,11880,11864,38071,59523,2013,18,"목",NA
2013-04-30,NA,996000,1790000,4231000,11813,11744,36748,60611,2013,18,"화",NA
2013-04-29,NA,993000,1784000,3963000,11065,11370,39880,60229,2013,18,"월",NA
2013-04-26,NA,1010000,1789000,3998000,11162,11180,36552,57911,2013,17,"금",NA
2013-04-25,NA,973000,1752000,4060000,11335,11322,36037,57856,2013,17,"목",NA
2013-04-24,NA,973000,1752000,4172000,11648,11542,38649,54147,2013,17,"수",NA
2013-04-23,NA,970000,1783000,4187000,11688,11716,37850,53206,2013,17,"화",NA
2013-04-22,NA,965000,1782000,4052000,11312,11399,36782,53825,2013,17,"월",NA
2013-04-19,NA,970000,1772000,4086000,11408,11497,38178,54256,2013,16,"금",NA
2013-04-18,NA,974000,1767000,4186000,11687,11864,39628,55514,2013,16,"목",NA
2013-04-17,NA,974000,1766000,4328000,12082,12137,40373,56657,2013,16,"수",NA
2013-04-16,NA,1018000,1770000,4395000,12270,12165,35658,59621,2013,16,"화",NA
2013-04-15,NA,1018000,1770000,4216000,11770,12088,41976,61924,2013,16,"월",NA
2013-04-12,NA,1079000,1825000,4269000,11919,12111,34778,61386,2013,15,"금",NA
2013-04-11,NA,1079000,1825000,4412000,12318,12272,36190,61483,2013,15,"목",NA
2013-04-10,NA,1048000,1775000,4419000,12336,12390,41914,60786,2013,15,"수",NA
2013-04-09,NA,1024000,1750000,4445000,12410,12418,39220,60986,2013,15,"화",NA
2013-04-08,NA,1042000,1795000,4246000,11854,12127,36667,60986,2013,15,"월",NA
2013-04-05,NA,974000,1715000,4272000,11926,12136,37634,60653,2013,14,"금",NA
2013-04-04,NA,947000,1682000,4347000,12136,12195,38068,59821,2013,14,"목",NA
2013-04-03,NA,1022000,1711000,4302000,12010,12095,39748,58917,2013,14,"수",NA
2013-04-02,NA,1022000,1711000,4283000,11957,11918,34809,58917,2013,14,"화",NA
2013-04-01,NA,1013000,1676000,3819000,10663,11290,37570,58863,2013,14,"월",NA
2013-03-29,NA,1014000,1676000,4101000,11448,11366,36523,57779,2013,13,"금",NA
2013-03-28,NA,1028000,1748000,4165000,11627,11808,37338,58491,2013,13,"목",NA
2013-03-27,NA,1020000,1740000,4153000,11595,11724,38483,59086,2013,13,"수",NA
2013-03-26,NA,1044000,1781000,4198000,11721,11758,39653,58697,2013,13,"화",NA
2013-03-25,NA,1066000,1794000,3928000,10965,11367,37370,58591,2013,13,"월",NA
2013-03-22,NA,962000,1664000,4114000,11486,11552,37324,58763,2013,12,"금",NA
2013-03-21,NA,972000,1539000,4269000,11917,11826,38416,60503,2013,12,"목",NA
2013-03-20,NA,967000,1507000,4323000,12070,12133,40330,56294,2013,12,"수",NA
2013-03-19,NA,978000,1666000,4354000,12156,12257,39897,56466,2013,12,"화",NA
2013-03-18,NA,982000,1681000,4147000,11577,12121,38575,56294,2013,12,"월",NA
2013-03-15,NA,981000,1679000,4217000,11773,12234,38356,54553,2013,11,"금",NA
2013-03-14,NA,967000,1621000,4364000,12182,12357,39271,54553,2013,11,"목",NA
2013-03-13,NA,976000,1637000,4393000,12265,12311,39696,59853,2013,11,"수",NA
2013-03-12,NA,1039000,1665000,4425000,12353,12379,38572,61047,2013,11,"화",NA
2013-03-11,NA,1044000,1666000,4286000,11965,12195,38579,61172,2013,11,"월",NA
2013-03-08,NA,1060000,1676000,4255000,11879,12225,38417,58782,2013,10,"금",NA
2013-03-07,NA,1065000,1678000,4346000,12133,12233,39055,59844,2013,10,"목",NA
2013-03-06,NA,1085000,1648000,4365000,12185,12323,40538,58085,2013,10,"수",NA
2013-03-05,NA,1008000,1671000,4407000,12302,12390,39088,58200,2013,10,"화",NA
2013-03-04,NA,1006000,1664000,3822000,10671,11526,41263,57318,2013,10,"월",NA
2013-02-28,NA,1027000,1676000,4238000,11830,11952,39272,57394,2013,9,"목",NA
2013-02-27,NA,1027000,1665000,4297000,11997,12272,38759,57588,2013,9,"수",NA
2013-02-26,NA,1020000,1655000,4235000,11822,12127,37330,55812,2013,9,"화",NA
2013-02-25,NA,1022000,1654000,4035000,11264,11828,41475,56727,2013,9,"월",NA
2013-02-22,NA,981000,1642000,4178000,11663,12005,37295,57710,2013,8,"금",NA
2013-02-21,NA,999000,1608000,4306000,12021,12432,38922,61207,2013,8,"목",NA
2013-02-20,NA,996000,1604000,4381000,12231,12416,37965,61942,2013,8,"수",NA
2013-02-19,NA,993000,1597000,4373000,12209,12536,40147,61877,2013,8,"화",NA
2013-02-18,NA,1009000,1707000,4255000,11878,12335,37388,61877,2013,8,"월",NA
2013-02-15,NA,954000,1644000,4324000,12072,12206,38579,62426,2013,7,"금",NA
2013-02-14,NA,966000,1617000,4402000,12290,12424,43102,62694,2013,7,"목",NA
2013-02-13,NA,961000,1636000,4170000,11642,12171,37424,62958,2013,7,"수",NA
2013-02-10,"설날",NA,NA,NA,NA,NA,NA,NA,2013,6,"일",NA
2013-02-08,NA,994000,1743000,4011000,11197,11746,37424,65188,2013,6,"금",NA
2013-02-07,NA,972000,1707000,4406000,12301,12492,38308,65188,2013,6,"목",NA
2013-02-06,NA,1058000,1706000,4556000,12718,13000,39920,65097,2013,6,"수",NA
2013-02-05,NA,1067000,1719000,4662000,13014,13114,39621,64710,2013,6,"화",NA
2013-02-04,NA,1071000,1685000,4540000,12674,12815,39648,64733,2013,6,"월",NA
2013-02-01,NA,989000,1709000,4525000,12632,12739,40326,64733,2013,5,"금",NA
2013-01-31,NA,989000,1720000,4500000,12564,12706,39914,64733,2013,5,"목",NA
2013-01-30,NA,1006000,1771000,4442000,12402,12598,40004,60767,2013,5,"수",NA
2013-01-29,NA,1050000,1765000,4419000,12338,12500,39633,60862,2013,5,"화",NA
2013-01-28,NA,1071000,1798000,4281000,11952,12275,42283,60862,2013,5,"월",NA
2013-01-25,NA,1102000,1745000,4513000,12598,12889,40099,60100,2013,4,"금",NA
2013-01-24,NA,1055000,1704000,4593000,12822,13042,41452,59710,2013,4,"목",NA
2013-01-23,NA,1046000,1683000,4640000,12954,12999,40601,62414,2013,4,"수",NA
2013-01-22,NA,976000,1687000,4564000,12741,12962,42070,62276,2013,4,"화",NA
2013-01-21,NA,1081000,1727000,4525000,12632,13031,40849,62033,2013,4,"월",NA
2013-01-18,NA,985000,1694000,4720000,13177,13420,39224,60688,2013,3,"금",NA
2013-01-17,NA,992000,1693000,4779000,13342,13672,40170,59016,2013,3,"목",NA
2013-01-16,NA,995000,1690000,4903000,13689,13868,40977,58682,2013,3,"수",NA
2013-01-15,NA,1030000,1692000,4940000,13792,13842,41712,59288,2013,3,"화",NA
2013-01-14,NA,890000,1650000,4773000,13325,13807,42784,60197,2013,3,"월",NA
2013-01-11,NA,909000,1591000,4960000,13847,14172,42641,60766,2013,2,"금",NA
2013-01-10,NA,859000,1562000,5043000,14078,14371,44224,63359,2013,2,"목",NA
2013-01-09,NA,859000,1565000,5044000,14081,14394,43652,64406,2013,2,"수",NA
2013-01-08,NA,852000,1555000,5044000,14082,14374,43961,64406,2013,2,"화",NA
2013-01-07,NA,840000,1550000,4837000,13503,14229,42332,64313,2013,2,"월",NA
2013-01-04,NA,741000,1551000,5008000,13981,14299,42577,64182,2013,1,"금",NA
2013-01-03,NA,762000,1565000,4938000,13785,14087,43763,64182,2013,1,"목",NA
2013-01-02,NA,839000,1370000,4715000,13163,13711,46368,63676,2013,1,"수",NA
2012-12-28,NA,840000,1557000,4803000,13408,13866,45657,59959,2012,52,"금",NA
2012-12-27,NA,835000,1547000,4861000,13572,14027,46678,59271,2012,52,"목",NA
2012-12-26,NA,826000,1555000,4782000,13350,13813,46646,57174,2012,52,"수",NA
2012-12-24,NA,829000,1488000,4639000,12952,13602,46504,56587,2012,52,"월",NA
2012-12-21,NA,847000,1481000,4704000,13132,13729,44187,59071,2012,51,"금",NA
2012-12-20,NA,803000,1481000,4649000,12978,13473,45758,61047,2012,51,"목",NA
2012-12-18,NA,794000,1500000,4582000,12792,13248,45869,63450,2012,51,"화",NA
2012-12-17,NA,847000,1480000,4232000,11814,12978,41355,63239,2012,51,"월",NA
2012-12-14,NA,839000,1471000,4310000,12031,13039,42552,61528,2012,50,"금",NA
2012-12-13,NA,846000,1449000,4470000,12479,13052,43320,61991,2012,50,"목",NA
2012-12-12,NA,998000,1486000,4487000,12526,13118,43132,60903,2012,50,"수",NA
2012-12-11,NA,1096000,1524000,4486000,12523,12941,44865,60903,2012,50,"화",NA
2012-12-07,NA,866000,1552000,4271000,11923,12540,43722,60191,2012,49,"금",NA
2012-12-06,NA,883000,1527000,4349000,12141,12855,41525,60122,2012,49,"목",NA
2012-12-05,NA,884000,1521000,4446000,12413,12925,45986,63810,2012,49,"수",NA
2012-12-04,NA,880000,1528000,4422000,12346,12959,46445,63810,2012,49,"화",NA
2012-12-03,NA,854000,1504000,4161000,11616,12263,46718,63810,2012,49,"월",NA
2012-11-30,NA,851000,1511000,4335000,12101,12673,42593,64343,2012,48,"금",NA
2012-11-29,NA,876000,1588000,4498000,12556,13163,43484,64243,2012,48,"목",NA
2012-11-28,NA,881000,1601000,4563000,12738,13297,44925,63990,2012,48,"수",NA
2012-11-27,NA,886000,1616000,4662000,13014,13474,44835,64023,2012,48,"화",NA
2012-11-26,NA,890000,1621000,4387000,12248,13182,45397,64152,2012,48,"월",NA
2012-11-23,NA,890000,1593000,4380000,12228,13148,44903,62357,2012,47,"금",NA
2012-11-22,NA,872000,1563000,4664000,13022,13498,43485,63481,2012,47,"목",NA
2012-11-21,NA,921000,1497000,4639000,12952,13578,46444,64432,2012,47,"수",NA
2012-11-20,NA,852000,1559000,4605000,12857,13570,45531,64226,2012,47,"화",NA
2012-11-19,NA,835000,1555000,4110000,11473,13277,48814,61956,2012,47,"월",NA
2012-11-16,NA,779000,1620000,4447000,12415,13489,47928,61906,2012,46,"금",NA
2012-11-15,NA,768000,1603000,4609000,12866,13654,48007,61906,2012,46,"목",NA
2012-11-14,NA,759000,1619000,4696000,13111,13750,45850,61906,2012,46,"수",NA
2012-11-13,NA,755000,1658000,4677000,13058,13682,44130,62971,2012,46,"화",NA
2012-11-12,NA,844000,1555000,4254000,11875,13410,44573,62882,2012,46,"월",NA
2012-11-09,NA,923000,1537000,4329000,12085,13471,42810,62288,2012,45,"금",NA
2012-11-08,NA,933000,1549000,4511000,12594,13470,45643,62494,2012,45,"목",NA
2012-11-07,NA,914000,1556000,4557000,12721,13330,44469,63758,2012,45,"수",NA
2012-11-06,NA,868000,1507000,4580000,12786,13312,46211,63758,2012,45,"화",NA
2012-11-05,NA,856000,1547000,4152000,11591,12806,46646,63543,2012,45,"월",NA
2012-11-02,NA,879000,1562000,4348000,12139,12982,44770,62639,2012,44,"금",NA
